record	quote	character	title	author	source_url	revision_id	retrieved_at
261	I've stolen a garden. But it may already be dead, I don't know.		The Secret Garden	Frances Hodgson Burnett	https://en.wikiquote.org/w/index.php?title=The_Secret_Garden_(1993_film)&oldid=3893883	3893883	2026-08-27T11:34:13+00:00
262	Fools talk, cowards are silent, wise men listen.		The Shadow of the Wind	Carlos Ruiz Zafón	https://en.wikiquote.org/w/index.php?title=Carlos_Ruiz_Zafón&oldid=3364149	3364149	2026-08-27T11:33:39+00:00
263	Nothing to do but bitch at his wife and nag at the kids and drink.		The Shining	Stephen King	https://en.wikiquote.org/w/index.php?title=Stephen_King&oldid=3890651	3890651	2026-08-27T11:33:36+00:00
264	The human race is but a monotonous affair.		The Sorrows of Young Werther	Johann Wolfgang von Goethe	https://en.wikiquote.org/w/index.php?title=The_Sorrows_of_Young_Werther&oldid=3572996	3572996	2026-08-27T11:33:47+00:00
265	Adrenaline boiled through his body, and his eyes felt as if they were in danger of popping from his head.		The Stand	Stephen King	https://en.wikiquote.org/w/index.php?title=Stephen_King&oldid=3890651	3890651	2026-08-27T11:33:36+00:00
266	Ceaseless as the interminable voices of the bell-cricket, all night till dawn my tears flow.		The Tale of Genji	Murasaki Shikibu	https://en.wikiquote.org/w/index.php?title=Murasaki_Shikibu&oldid=3603307	3603307	2026-08-27T11:33:47+00:00
267	There is no intelligence where there is no change and no need of change.		The Time Machine	H. G. Wells	https://en.wikiquote.org/w/index.php?title=The_Time_Machine&oldid=3778033	3778033	2026-08-27T11:34:13+00:00
268	Human history becomes more and more a race between education and catastrophe...		The War of the Worlds	H. G. Wells	https://en.wikiquote.org/w/index.php?title=H._G._Wells&oldid=3929669	3929669	2026-08-27T11:34:13+00:00
269	The Mole had been working very hard all the morning, spring-cleaning his little home.		The Wind in the Willows	Kenneth Grahame	https://en.wikiquote.org/w/index.php?title=The_Wind_in_the_Willows&oldid=3882081	3882081	2026-08-27T11:33:21+00:00
270	The world is like a Mask dancing. If you want to see it well, you do not stand in one place.		Things Fall Apart	Chinua Achebe	https://en.wikiquote.org/w/index.php?title=Chinua_Achebe&oldid=3996243	3996243	2026-08-27T11:33:39+00:00
271	"Besides, if I'm only a sort of thing in his dream, what are you, I should like to know?" "Ditto" said Tweedledum.		Through the Looking-Glass	Lewis Carroll	https://en.wikiquote.org/w/index.php?title=Through_the_Looking-Glass&oldid=3952626	3952626	2026-08-27T11:29:02+00:00
272	To travel hopefully is a better thing than to arrive.		Treasure Island	Robert Louis Stevenson	https://en.wikiquote.org/w/index.php?title=Robert_Louis_Stevenson&oldid=3973220	3973220	2026-08-27T11:33:21+00:00
273	A man of genius makes no mistakes. His errors are volitional and are the portals to discovery.		Ulysses	James Joyce	https://en.wikiquote.org/w/index.php?title=Ulysses_(novel)&oldid=3962898	3962898	2026-08-27T11:33:25+00:00
274	Mother is the name for God in the lips and hearts of little children.		Vanity Fair	William Makepeace Thackeray	https://en.wikiquote.org/w/index.php?title=Vanity_Fair_(novel)&oldid=3622218	3622218	2026-08-27T11:33:21+00:00
275	Every word is like an unnecessary stain on silence and nothingness.		Waiting for Godot	Samuel Beckett	https://en.wikiquote.org/w/index.php?title=Samuel_Beckett&oldid=3771549	3771549	2026-08-27T11:33:28+00:00
276	If a man does not keep pace with his companions, perhaps it is because he hears a different drummer.		Walden	Henry David Thoreau	https://en.wikiquote.org/w/index.php?title=Walden&oldid=3922179	3922179	2026-08-27T11:33:28+00:00
277	Peace without Justice is a low estate,— A coward cringing to an iron Fate!		War and Peace	Leo Tolstoy	https://en.wikiquote.org/w/index.php?title=War_and_peace&oldid=3954217	3954217	2026-08-27T11:33:39+00:00
278	He’s just a boy pretending to be a wolf. Pretending to be a king.		Where the Wild Things Are	Maurice Sendak	https://en.wikiquote.org/w/index.php?title=Where_the_Wild_Things_Are&oldid=3984389	3984389	2026-08-27T11:34:16+00:00
279	It was just as if somebody inside him were saying, "Now then, Pooh, time for a little something."		Winnie-the-Pooh	A. A. Milne	https://en.wikiquote.org/w/index.php?title=A._A._Milne&oldid=3977428	3977428	2026-08-27T11:33:21+00:00
280	Be with me always — take any form — drive me mad!		Wuthering Heights	Emily Brontë	https://en.wikiquote.org/w/index.php?title=Wuthering_Heights&oldid=3952637	3952637	2026-08-27T11:28:59+00:00
281	Wife; children; house; everything. The full catastrophe.		Zorba the Greek	Nikos Kazantzakis	https://en.wikiquote.org/w/index.php?title=Zorba_the_Greek&oldid=3915212	3915212	2026-08-27T11:33:51+00:00
282	I do believe that I shall have another of these savories.		A Confederacy of Dunces	John Kennedy Toole	https://en.wikiquote.org/w/index.php?title=John_Kennedy_Toole&oldid=3965377	3965377	2026-08-27T11:34:13+00:00
283	Death destroys a man, but the idea of death saves him.		A Passage to India	E. M. Forster	https://en.wikiquote.org/w/index.php?title=E._M._Forster&oldid=3947410	3947410	2026-08-27T11:33:17+00:00
284	To live, to err, to fall, to triumph, to recreate life out of life!		A Portrait of the Artist as a Young Man	James Joyce	https://en.wikiquote.org/w/index.php?title=A_Portrait_of_the_Artist_as_a_Young_Man&oldid=3588414	3588414	2026-08-27T11:33:25+00:00
285	Luck is believing you're lucky, that's all...		A Streetcar Named Desire	Tennessee Williams	https://en.wikiquote.org/w/index.php?title=A_Streetcar_Named_Desire_(1951_film)&oldid=3718334	3718334	2026-08-27T11:34:09+00:00
286	Is it not love that knows how to make smooth things rough and rough things smooth?		A Suitable Boy	Vikram Seth	https://en.wikiquote.org/w/index.php?title=Vikram_Seth&oldid=3851083	3851083	2026-08-27T11:33:51+00:00
287	An infinite question is often destroyed by finite answers.		A Wrinkle in Time	Madeleine L'Engle	https://en.wikiquote.org/w/index.php?title=Madeleine_L'Engle&oldid=3932636	3932636	2026-08-27T11:34:16+00:00
288	You know you say that things are 'much of a muchness' — did you ever see a drawing of a muchness?		Alice's Adventures in Wonderland	Lewis Carroll	https://en.wikiquote.org/w/index.php?title=Alice's_Adventures_in_Wonderland&oldid=3952630	3952630	2026-08-27T11:33:21+00:00
289	Chicago happened slowly, like a migraine.		American Gods	Neil Gaiman	https://en.wikiquote.org/w/index.php?title=American_Gods&oldid=3915400	3915400	2026-08-27T11:33:25+00:00
290	We teach girls to shrink themselves, to make themselves smaller.		Americanah	Chimamanda Ngozi Adichie	https://en.wikiquote.org/w/index.php?title=Chimamanda_Ngozi_Adichie&oldid=3978725	3978725	2026-08-27T11:33:39+00:00
291	All men are enemies. All animals are comrades.		Animal Farm	George Orwell	https://en.wikiquote.org/w/index.php?title=Animal_Farm&oldid=3952611	3952611	2026-08-27T11:28:56+00:00
292	It showed him the mistake men make in picturing to themselves happiness as the realization of their desires.		Anna Karenina	Leo Tolstoy	https://en.wikiquote.org/w/index.php?title=Anna_Karenina&oldid=3952640	3952640	2026-08-27T11:33:39+00:00
293	I pity the people who aren't born yet for missing it.		Anne of Green Gables	L. M. Montgomery	https://en.wikiquote.org/w/index.php?title=Anne_of_Green_Gables&oldid=3952638	3952638	2026-08-27T11:33:36+00:00
294	A man shut up between four walls soon loses the power to associate words and ideas together.		Around the World in Eighty Days	Jules Verne	https://en.wikiquote.org/w/index.php?title=Jules_Verne&oldid=3703573	3703573	2026-08-27T11:33:43+00:00
295	The spoiler meant to snatch away from the high hall some of human race.		Beowulf	Anonymous	https://en.wikiquote.org/w/index.php?title=Beowulf&oldid=3924672	3924672	2026-08-27T11:34:09+00:00
296	All progressions from a higher to a lower order are marked by ruins and mystery and a residue of nameless rage.		Blood Meridian	Cormac McCarthy	https://en.wikiquote.org/w/index.php?title=Blood_Meridian&oldid=3965838	3965838	2026-08-27T11:33:32+00:00
297	The World State's motto: COMMUNITY, IDENTITY, STABILITY.		Brave New World	Aldous Huxley	https://en.wikiquote.org/w/index.php?title=Brave_New_World&oldid=3915179	3915179	2026-08-27T11:28:57+00:00
298	Manners are especially the need of the plain. The pretty can get away with anything.		Brideshead Revisited	Evelyn Waugh	https://en.wikiquote.org/w/index.php?title=Evelyn_Waugh&oldid=3912500	3912500	2026-08-27T11:33:17+00:00
299	In this country it is found requisite, now and then, to put an admiral to death, in order to encourage the others.		Candide	Voltaire	https://en.wikiquote.org/w/index.php?title=Candide&oldid=3611571	3611571	2026-08-27T11:33:43+00:00
300	Beware of the man who works hard to learn something, learns it, and finds himself no wiser than before.		Cat's Cradle	Kurt Vonnegut	https://en.wikiquote.org/w/index.php?title=Cat's_Cradle&oldid=3948378	3948378	2026-08-27T11:33:32+00:00
301	The colonel had really been investigated.		Catch-22	Joseph Heller	https://en.wikiquote.org/w/index.php?title=Catch-22&oldid=3791053	3791053	2026-08-27T11:33:32+00:00
302	It is not often that someone comes along who is a true friend and a good writer.		Charlotte's Web	E. B. White	https://en.wikiquote.org/w/index.php?title=Charlotte's_Web_(book)&oldid=2584031	2584031	2026-08-27T11:34:16+00:00
303	We–by whom I mean anyone over sixty—commit two offenses just by existing.		Cloud Atlas	David Mitchell	https://en.wikiquote.org/w/index.php?title=Cloud_Atlas_(novel)&oldid=3941785	3941785	2026-08-27T11:33:21+00:00
304	Lying is man's only privilege over all other organisms.		Crime and Punishment	Fyodor Dostoevsky	https://en.wikiquote.org/w/index.php?title=Crime_and_Punishment&oldid=3952642	3952642	2026-08-27T11:33:39+00:00
305	The sergeant's widow told you a lie when she said I flogged her. I never flogged her. She flogged herself.		Dead Souls	Nikolai Gogol	https://en.wikiquote.org/w/index.php?title=Nikolai_Gogol&oldid=3929350	3929350	2026-08-27T11:33:43+00:00
306	The only thing you got in this world is what you can sell.		Death of a Salesman	Arthur Miller	https://en.wikiquote.org/w/index.php?title=Arthur_Miller&oldid=3890238	3890238	2026-08-27T11:34:09+00:00
307	Could he with reason murmur at his case, Himself sole author of his own disgrace?		Disgrace	J. M. Coetzee	https://en.wikiquote.org/w/index.php?title=Disgrace&oldid=2655455	2655455	2026-08-27T11:33:39+00:00
308	It did not seem possible that Wendy Wright had been born out of blood and internal organs like other people.		Do Androids Dream of Electric Sheep?	Philip K. Dick	https://en.wikiquote.org/w/index.php?title=Philip_K._Dick&oldid=3992844	3992844	2026-08-27T11:33:36+00:00
309	A bird in the hand is worth two in the bush.		Don Quixote	Miguel de Cervantes	https://en.wikiquote.org/w/index.php?title=Miguel_de_Cervantes&oldid=3976497	3976497	2026-08-27T11:33:39+00:00
310	If you are on the floor of a valley, you cannot see beyond your valley.		Dune	Frank Herbert	https://en.wikiquote.org/w/index.php?title=Dune&oldid=3914593	3914593	2026-08-27T11:33:32+00:00
311	I have to win this now, and for all time, or I'll fight it every day and it will get worse and worse.		Ender's Game	Orson Scott Card	https://en.wikiquote.org/w/index.php?title=Ender's_Game&oldid=3881768	3881768	2026-08-27T11:33:36+00:00
312	The books are to remind us what asses and fools we are.		Fahrenheit 451	Ray Bradbury	https://en.wikiquote.org/w/index.php?title=Fahrenheit_451&oldid=3940352	3940352	2026-08-27T11:33:28+00:00
313	"At the store, they have 100% recycled toilet paper," Marla says.		Fight Club	Chuck Palahniuk	https://en.wikiquote.org/w/index.php?title=Fight_Club_(novel)&oldid=3737377	3737377	2026-08-27T11:33:36+00:00
314	There was a glamor to it, a perfection and a completeness and a symmetry to it like Grecian art.		Gone with the Wind	Margaret Mitchell	https://en.wikiquote.org/w/index.php?title=Gone_with_the_Wind_(novel)&oldid=3336302	3336302	2026-08-27T11:34:09+00:00
315	Kids! Bringing about Armageddon can be dangerous. Do not attempt it in your own home.		Good Omens	Terry Pratchett and Neil Gaiman	https://en.wikiquote.org/w/index.php?title=Good_Omens&oldid=3887523	3887523	2026-08-27T11:33:25+00:00
316	Poor Nations are hungry, and rich Nations are proud, and Pride and Hunger will ever be at Variance.		Gulliver's Travels	Jonathan Swift	https://en.wikiquote.org/w/index.php?title=Gulliver's_Travels&oldid=3942835	3942835	2026-08-27T11:33:21+00:00
317	Education is a priority! How can we resist exploitation if we don’t have the tools to understand exploitation?		Half of a Yellow Sun	Chimamanda Ngozi Adichie	https://en.wikiquote.org/w/index.php?title=Half_of_a_Yellow_Sun&oldid=3553033	3553033	2026-08-27T11:33:39+00:00
318	Fear of a name increases fear of the thing itself.		Harry Potter and the Philosopher's Stone	J. K. Rowling	https://en.wikiquote.org/w/index.php?title=Harry_Potter_and_the_Philosopher's_Stone&oldid=3717956	3717956	2026-08-27T11:33:25+00:00
319	I don’t go looking for trouble. Trouble usually finds me!		Harry Potter and the Prisoner of Azkaban	J. K. Rowling	https://en.wikiquote.org/w/index.php?title=Harry_Potter_and_the_Prisoner_of_Azkaban&oldid=3887534	3887534	2026-08-27T11:33:25+00:00
320	Droll thing life is — that mysterious arrangement of merciless logic for a futile purpose.		Heart of Darkness	Joseph Conrad	https://en.wikiquote.org/w/index.php?title=Heart_of_Darkness&oldid=3987647	3987647	2026-08-27T11:33:17+00:00
321	I can’t choose my nature, but I can choose what I do.		His Dark Materials	Philip Pullman	https://en.wikiquote.org/w/index.php?title=Philip_Pullman&oldid=3980081	3980081	2026-08-27T11:33:25+00:00
322	As if the perception of the animalesque regression was clear to all.	Interviewer	If This Is a Man	Primo Levi	https://en.wikiquote.org/w/index.php?title=Primo_Levi&oldid=3907842	3907842	2026-08-27T11:33:47+00:00
323	Who knows but that, on the lower frequencies, I speak for you?		Invisible Man	Ralph Ellison	https://en.wikiquote.org/w/index.php?title=Ralph_Ellison&oldid=3632470	3632470	2026-08-27T11:33:32+00:00
324	He made me love him without looking at me.		Jane Eyre	Charlotte Brontë	https://en.wikiquote.org/w/index.php?title=Charlotte_Brontë&oldid=3945880	3945880	2026-08-27T11:28:59+00:00
325	Anyone who falls in love is searching for missing pieces of themselves.		Kafka on the Shore	Haruki Murakami	https://en.wikiquote.org/w/index.php?title=Kafka_on_the_Shore&oldid=3780267	3780267	2026-08-27T11:33:47+00:00
326	A morning-glory at my window satisfies me more than the metaphysics of books.		Leaves of Grass	Walt Whitman	https://en.wikiquote.org/w/index.php?title=Leaves_of_Grass&oldid=3985858	3985858	2026-08-27T11:34:09+00:00
327	Life is so beautiful that death has fallen in love with it, a jealous, possessive love that grabs at what it can.		Life of Pi	Yann Martel	https://en.wikiquote.org/w/index.php?title=Yann_Martel&oldid=3915533	3915533	2026-08-27T11:33:36+00:00
328	Love is the only thing that we can carry with us when we go, and it makes the end so easy.		Little Women	Louisa May Alcott	https://en.wikiquote.org/w/index.php?title=Louisa_May_Alcott&oldid=3957259	3957259	2026-08-27T11:33:28+00:00
329	You can always count on a murderer for a fancy prose style.		Lolita	Vladimir Nabokov	https://en.wikiquote.org/w/index.php?title=Lolita&oldid=3952644	3952644	2026-08-27T11:33:32+00:00
330	The real significance of crime is in its being a breach of faith with the community of mankind.		Lord Jim	Joseph Conrad	https://en.wikiquote.org/w/index.php?title=Lord_Jim&oldid=3547629	3547629	2026-08-27T11:33:17+00:00
331	His voice was lower when he spoke again.		Lord of the Flies	William Golding	https://en.wikiquote.org/w/index.php?title=William_Golding&oldid=3915239	3915239	2026-08-27T11:33:17+00:00
332	"I adore you because you made me a whore"		Love in the Time of Cholera	Gabriel García Márquez	https://en.wikiquote.org/w/index.php?title=Love_in_the_Time_of_Cholera&oldid=3685969	3685969	2026-08-27T11:33:39+00:00
333	The future was a pitch-black tunnel, ending in a locked door.		Madame Bovary	Gustave Flaubert	https://en.wikiquote.org/w/index.php?title=Madame_Bovary&oldid=3922710	3922710	2026-08-27T11:33:43+00:00
334	Hell is full of musical amateurs. Music is the brandy of the damned.		Man and Superman	George Bernard Shaw	https://en.wikiquote.org/w/index.php?title=Man_and_Superman&oldid=3721599	3721599	2026-08-27T11:34:09+00:00
335	Talk not to me of blasphemy, man; I'd strike the sun if it insulted me.		Moby-Dick	Herman Melville	https://en.wikiquote.org/w/index.php?title=Moby-Dick&oldid=3962897	3962897	2026-08-27T11:33:28+00:00
336	It struck Mort with sudden, terrible poignancy that Death must be the loneliest creature in the universe.		Mort	Terry Pratchett	https://en.wikiquote.org/w/index.php?title=Mort&oldid=3551286	3551286	2026-08-27T11:33:25+00:00
337	Somewhere down in the Sprawl's ferro-concrete roots, a train drove a column of stale air through a tunnel.		Neuromancer	William Gibson	https://en.wikiquote.org/w/index.php?title=Sprawl_trilogy&oldid=3956712	3956712	2026-08-27T11:33:36+00:00
338	There will be no curiosity, no enjoyment of the process of life.		Nineteen Eighty-Four	George Orwell	https://en.wikiquote.org/w/index.php?title=Nineteen_Eighty-Four&oldid=3949875	3949875	2026-08-27T11:28:56+00:00
339	Not courting talk — real straight talk about souls, for life is holy and every moment is precious.		On the Road	Jack Kerouac	https://en.wikiquote.org/w/index.php?title=On_the_Road&oldid=3915216	3915216	2026-08-27T11:33:32+00:00
340	The world was reduced to the surface of her skin and her inner self was safe from all bitterness.		One Hundred Years of Solitude	Gabriel García Márquez	https://en.wikiquote.org/w/index.php?title=One_Hundred_Years_of_Solitude&oldid=3863702	3863702	2026-08-27T11:33:39+00:00
341	Curiosity is insubordination in its purest form.		Pale Fire	Vladimir Nabokov	https://en.wikiquote.org/w/index.php?title=Vladimir_Nabokov&oldid=3995255	3995255	2026-08-27T11:33:32+00:00
342	All is not lost; th’ unconquerable will, And study of revenge, immortal hate, And courage never to submit or yield.		Paradise Lost	John Milton	https://en.wikiquote.org/w/index.php?title=Paradise_Lost&oldid=3943843	3943843	2026-08-27T11:34:09+00:00
343	If I might so put it, it's an agreement for the mutual forgiveness of sin.		Peer Gynt	Henrik Ibsen	https://en.wikiquote.org/w/index.php?title=Henrik_Ibsen&oldid=3682496	3682496	2026-08-27T11:34:09+00:00
344	"I'm youth, I'm joy, I'm a little bird that has broken out of the egg."		Peter Pan	J. M. Barrie	https://en.wikiquote.org/w/index.php?title=Peter_Pan&oldid=3952628	3952628	2026-08-27T11:33:21+00:00
345	It is better to have a lion at the head of an army of sheep than a sheep at the head of an army of lions.		Robinson Crusoe	Daniel Defoe	https://en.wikiquote.org/w/index.php?title=Daniel_Defoe&oldid=3935737	3935737	2026-08-27T11:33:21+00:00
346	All there is to say about a massacre, things like "Poo-tee-weet?"		Slaughterhouse-Five	Kurt Vonnegut	https://en.wikiquote.org/w/index.php?title=Slaughterhouse-Five&oldid=3732011	3732011	2026-08-27T11:33:32+00:00
347	Rumor is information distilled so finely that it can filter through anything.		Small Gods	Terry Pratchett	https://en.wikiquote.org/w/index.php?title=Discworld&oldid=3952185	3952185	2026-08-27T11:33:25+00:00
348	The world is full of power and energy and a person can go far by just skimming off a tiny bit of it.		Snow Crash	Neal Stephenson	https://en.wikiquote.org/w/index.php?title=Snow_Crash&oldid=3499277	3499277	2026-08-27T11:33:36+00:00
349	I am going to teach you to dance and play and smile, and still not be happy.		Steppenwolf	Hermann Hesse	https://en.wikiquote.org/w/index.php?title=Steppenwolf&oldid=3665502	3665502	2026-08-27T11:33:47+00:00
350	Obscurity is the refuge of the incompetent.		Stranger in a Strange Land	Robert A. Heinlein	https://en.wikiquote.org/w/index.php?title=Stranger_in_a_Strange_Land&oldid=3831774	3831774	2026-08-27T11:33:32+00:00
351	He who is satisfied with his lot is rich; he who goes on acting with energy has a (firm) will.		Tao Te Ching	Laozi	https://en.wikiquote.org/w/index.php?title=Tao_Te_Ching&oldid=3865813	3865813	2026-08-27T11:33:51+00:00
352	"The strongest guard is placed at the gateway to nothing," he said.		Tender Is the Night	F. Scott Fitzgerald	https://en.wikiquote.org/w/index.php?title=Tender_is_the_Night&oldid=3923992	3923992	2026-08-27T11:33:28+00:00
353	Reader, suppose you were an idiot. And suppose you were a member of Congress. But I repeat myself.		The Adventures of Huckleberry Finn	Mark Twain	https://en.wikiquote.org/w/index.php?title=Mark_Twain&oldid=3992852	3992852	2026-08-27T11:33:28+00:00
354	“Now I know you’ll tell me,” said the lady.		The Adventures of Tom Sawyer	Mark Twain	https://en.wikiquote.org/w/index.php?title=The_Adventures_of_Tom_Sawyer&oldid=3941053	3941053	2026-08-27T11:33:28+00:00
355	“Because, wherever your heart is, that is where you’ll find your treasure.”		The Alchemist	Paulo Coelho	https://en.wikiquote.org/w/index.php?title=The_Alchemist_(novel)&oldid=3940074	3940074	2026-08-27T11:33:51+00:00
356	Attack him where he is unprepared, appear where you are not expected.		The Art of War	Sun Tzu	https://en.wikiquote.org/w/index.php?title=Sun_Tzu&oldid=3950339	3950339	2026-08-27T11:33:51+00:00
357	Our kind multiplies:We shall by morning Inherit the earth.		The Bell Jar	Sylvia Plath	https://en.wikiquote.org/w/index.php?title=Sylvia_Plath&oldid=3943370	3943370	2026-08-27T11:33:32+00:00
358	He collected her punches as if they were presents.		The Book Thief	Markus Zusak	https://en.wikiquote.org/w/index.php?title=The_Book_Thief&oldid=3132363	3132363	2026-08-27T11:33:36+00:00
359	Gret swering is a thing abhominable, And false swering is yet more reprevable.		The Canterbury Tales	Geoffrey Chaucer	https://en.wikiquote.org/w/index.php?title=The_Canterbury_Tales&oldid=3981531	3981531	2026-08-27T11:34:09+00:00
360	I'm the most terrific liar you ever saw in your life.		The Catcher in the Rye	J. D. Salinger	https://en.wikiquote.org/w/index.php?title=The_Catcher_in_the_Rye&oldid=3643918	3643918	2026-08-27T11:33:28+00:00
361	It didn't say this as if it were boasting, nor as if it were sorry, nor as if it were angry.		The Chronicles of Narnia	C. S. Lewis	https://en.wikiquote.org/w/index.php?title=The_Chronicles_of_Narnia&oldid=3625229	3625229	2026-08-27T11:33:25+00:00
362	He who has felt the deepest grief is best able to experience supreme happiness.		The Count of Monte Cristo	Alexandre Dumas	https://en.wikiquote.org/w/index.php?title=The_Count_of_Monte_Cristo&oldid=3941068	3941068	2026-08-27T11:33:43+00:00
363	At such moments I don't think about all the misery, but about the beauty that still remains.		The Diary of a Young Girl	Anne Frank	https://en.wikiquote.org/w/index.php?title=Anne_Frank&oldid=3896685	3896685	2026-08-27T11:33:47+00:00
364	You must go somewhere else; you must have another goal; then you walk a different road.		The Dispossessed	Ursula K. Le Guin	https://en.wikiquote.org/w/index.php?title=Ursula_K._Le_Guin&oldid=3932563	3932563	2026-08-27T11:33:36+00:00
365	Superbia, invidia e avarizia sono le tre faville c'hanno i cuori accesi.		The Divine Comedy	Dante Alighieri	https://en.wikiquote.org/w/index.php?title=Divine_Comedy&oldid=3961693	3961693	2026-08-27T11:33:47+00:00
